月份,策略,贵州茅台,中国平安,长江电力,中国中免,恒瑞医药
2021-03,MV,0.058933,0.310373,0.402437,-0.070956,0.299214
2021-03,Utility,0.115337,-0.379298,1.683414,0.297757,-0.71721
2021-04,GMV,0.144004,0.307293,0.498916,-0.044951,0.094737
2021-04,MV,0.226091,0.276953,0.193902,-0.08186,0.384914
2021-04,Utility,-0.119667,0.404749,1.478658,0.073605,-0.837344
2021-05,GMV,0.128284,0.345746,0.537333,-0.023093,0.01173
2021-05,MV,0.343091,0.00509,0.656503,0.027292,-0.031976
2021-05,Utility,1.641095,-2.053374,1.376606,0.33175,-0.296077
2021-06,GMV,0.036188,0.35344,0.610945,-0.072899,0.072326
2021-06,MV,0.088285,0.136426,0.726497,0.01952,0.029273
2021-06,Utility,0.857355,-3.067216,2.432317,1.383841,-0.606298
2021-07,GMV,-0.058937,0.286616,0.745851,-0.001785,0.028256
2021-07,MV,-0.158109,0.626344,0.417751,-0.034027,0.148041
2021-07,Utility,0.619544,-2.037637,2.99055,0.2188,-0.791258
2021-08,GMV,-0.027821,0.128378,0.848854,0.072892,-0.022304
2021-08,MV,0.098171,0.380565,0.307279,-0.035914,0.249899
2021-08,Utility,-0.466842,-0.750376,2.73599,0.452031,-0.970803
2021-09,GMV,-0.064517,0.324749,0.679185,0.148441,-0.087859
2021-09,MV,-0.153609,0.618193,0.317114,0.163223,0.055079
2021-09,Utility,0.388868,-1.168575,2.521756,0.073215,-0.815263
2021-10,GMV,0.035326,0.215643,0.672287,0.123233,-0.046489
2021-10,MV,-0.088448,0.309702,0.43199,0.102053,0.244702
2021-10,Utility,0.358894,-0.030244,1.300464,0.178599,-0.807713
2021-11,GMV,0.163773,0.211257,0.564957,0.005591,0.054422
2021-11,MV,0.157833,0.213693,0.566642,0.009735,0.052098
2021-11,Utility,1.643396,-0.39554,0.145309,-1.026632,0.633468
2021-12,GMV,0.109744,0.414528,0.344338,-0.012185,0.143575
2021-12,MV,0.045195,0.487484,0.296235,0.033186,0.1379
2021-12,Utility,1.011238,-0.604386,1.016149,-0.645835,0.222833
2022-01,GMV,0.095846,0.293729,0.368697,0.059603,0.182125
2022-01,MV,0.066056,0.249712,0.34019,0.070902,0.27314
2022-01,Utility,1.282617,2.04726,1.504314,-0.390513,-3.443678
2022-02,GMV,0.091665,0.1493,0.323871,0.115691,0.319472
2022-02,MV,0.096935,0.143864,0.294971,0.116362,0.347868
2022-02,Utility,-0.308778,0.562397,2.520154,0.064701,-1.838473
2022-03,GMV,0.136992,-0.105237,0.631456,0.0095,0.327289
2022-03,MV,0.078076,-0.169411,0.581041,0.065102,0.445193
2022-03,Utility,0.822034,0.640952,1.21766,-0.637013,-1.043633
2022-04,GMV,0.225243,0.093849,0.647238,-0.115357,0.149027
2022-04,MV,-0.052477,0.219306,0.520474,-0.010055,0.322753
2022-04,Utility,1.950119,-0.685344,1.434556,-0.769373,-0.929958
2022-05,GMV,0.355236,0.196827,0.467431,-0.156337,0.136842
2022-05,MV,0.222835,0.193804,0.462315,-0.137017,0.258063
2022-05,Utility,1.500356,0.222973,0.511681,-0.323425,-0.911586
2022-06,GMV,0.416552,0.399584,0.328102,-0.079196,-0.065043
2022-06,MV,0.691061,0.255895,0.174116,-0.025875,-0.095197
2022-06,Utility,1.574284,-0.206422,-0.321328,0.145683,-0.192218
2022-07,GMV,0.54633,0.228617,0.311113,-0.113912,0.027852
2022-07,MV,0.435508,-0.126621,0.449427,0.131599,0.110087
2022-07,Utility,0.205578,-0.863652,0.736394,0.640976,0.280704
2022-08,GMV,0.588943,0.003749,0.456217,0.032356,-0.081265
2022-08,MV,0.585342,0.117455,0.357187,0.012084,-0.072068
2022-08,Utility,0.637523,-1.530354,1.792308,0.305866,-0.205342
