datetime,open,close,high,low,volume_shares,volume_lot,amount,amplitude_pct,code,name
2026-04-28 09:30:00,101.83999633789062,102.19999694824219,102.19999694824219,101.4000015258789,590979.0,5909.79,60398051.99647522,0.7889501088016448,002594,比亚迪
2026-04-28 09:32:00,102.26000213623047,102.58999633789062,102.77999877929688,102.20999908447266,1332200.0,13322.0,136670393.1213379,0.5576750806475683,002594,比亚迪
2026-04-28 09:34:00,102.44999694824219,102.79000091552734,102.91000366210938,102.44999694824219,1017032.0,10170.32,104540720.2111206,0.44900607864302167,002594,比亚迪
2026-04-28 09:36:00,102.83999633789062,102.45999908447266,103.20999908447266,102.45999908447266,1765028.0,17650.28,180844767.2640686,0.7319929794081581,002594,比亚迪
2026-04-28 09:38:00,102.45999908447266,102.08999633789062,102.51000213623047,102.05999755859375,731691.0,7316.91,74698331.51046753,0.4409216033719465,002594,比亚迪
2026-04-28 09:40:00,102.08000183105469,102.27999877929688,102.4000015258789,101.93000030517578,754800.0,7548.0,77200943.07861328,0.4611019516294945,002594,比亚迪
2026-04-28 09:42:00,102.26000213623047,102.77999877929688,102.77999877929688,102.05000305175781,752500.0,7525.0,77341949.0814209,0.7153314117676501,002594,比亚迪
2026-04-28 09:44:00,102.77999877929688,102.80000305175781,102.80000305175781,102.47000122070312,550390.0,5503.9,56580093.67965698,0.32204725980622406,002594,比亚迪
2026-04-28 09:46:00,102.80999755859375,102.62999725341797,102.98999786376953,102.62999725341797,919200.0,9192.0,94337493.4753418,0.35077523140008005,002594,比亚迪
2026-04-28 09:48:00,102.62000274658203,102.4000015258789,102.62000274658203,102.38999938964844,462210.0,4622.1,47330304.70527649,0.22463459156623067,002594,比亚迪
2026-04-28 09:50:00,102.4000015258789,102.31999969482422,102.45999908447266,102.30999755859375,596263.0,5962.63,61009629.97803497,0.14661472921353447,002594,比亚迪
2026-04-28 09:52:00,102.30000305175781,102.08000183105469,102.30000305175781,102.08000183105469,335500.0,3355.0,34247840.61431885,0.21551843334333132,002594,比亚迪
2026-04-28 09:54:00,102.06999969482422,102.25,102.29000091552734,102.05000305175781,458000.0,4580.0,46830500.0,0.23517673355464286,002594,比亚迪
2026-04-28 09:56:00,102.25,102.30000305175781,102.41999816894531,102.25,367700.0,3677.0,37615711.12213135,0.16625737794162543,002594,比亚迪
2026-04-28 09:58:00,102.29000091552734,102.13999938964844,102.37000274658203,102.13999938964844,449900.0,4499.0,45952785.72540283,0.22518441189349758,002594,比亚迪
2026-04-28 10:00:00,102.13999938964844,102.23999786376953,102.2699966430664,102.06999969482422,259412.0,2594.12,26522282.32583618,0.1959409707457116,002594,比亚迪
2026-04-28 10:02:00,102.20999908447266,102.16000366210938,102.26000213623047,102.0999984741211,335700.0,3357.0,34295113.22937012,0.15671269784585107,002594,比亚迪
2026-04-28 10:04:00,102.18000030517578,102.19000244140625,102.23999786376953,102.13999938964844,336300.0,3363.0,34366497.82104492,0.09790334317469895,002594,比亚迪
2026-04-28 10:06:00,102.19999694824219,102.0999984741211,102.19999694824219,102.08000183105469,333300.0,3333.0,34029929.49142456,0.11755007350615632,002594,比亚迪
2026-04-28 10:08:00,102.12000274658203,101.83999633789062,102.12000274658203,101.83999633789062,603000.0,6030.0,61409517.79174805,0.2749473868423724,002594,比亚迪
2026-04-28 10:10:00,101.83999633789062,102.0199966430664,102.0199966430664,101.80000305175781,578988.0,5789.88,59068353.81637573,0.2161037177933478,002594,比亚迪
