datetime,open,close,high,low,volume_shares,volume_lot,amount,amplitude_pct,code,name
2026-04-28 09:30:00,26.68000030517578,26.739999771118164,26.760000228881836,26.68000030517578,672388.0,6723.88,17979654.9661026,0.2998497855734028,600900,长江电力
2026-04-28 09:32:00,26.729999542236328,26.700000762939453,26.739999771118164,26.690000534057617,780712.0,7807.12,20845010.995635986,0.18733321865898045,600900,长江电力
2026-04-28 09:34:00,26.690000534057617,26.690000534057617,26.709999084472656,26.690000534057617,923900.0,9239.0,24658891.493415833,0.07492899968106759,600900,长江电力
2026-04-28 09:36:00,26.690000534057617,26.68000030517578,26.700000762939453,26.670000076293945,1111800.0,11118.0,29662824.339294434,0.11248851353462541,600900,长江电力
2026-04-28 09:38:00,26.68000030517578,26.739999771118164,26.75,26.68000030517578,714199.0,7141.99,19097681.09653282,0.2623676687538934,600900,长江电力
2026-04-28 09:40:00,26.729999542236328,26.75,26.760000228881836,26.729999542236328,899100.0,8991.0,24050925.0,0.1122360163085867,600900,长江电力
2026-04-28 09:42:00,26.75,26.719999313354492,26.75,26.719999313354492,529300.0,5293.0,14142895.636558533,0.11227802176818624,600900,长江电力
2026-04-28 09:44:00,26.719999313354492,26.719999313354492,26.729999542236328,26.700000762939453,460700.0,4607.0,12309903.683662415,0.11235497542949613,600900,长江电力
2026-04-28 09:46:00,26.719999313354492,26.709999084472656,26.729999542236328,26.709999084472656,432200.0,4322.0,11544061.604309082,0.07488003912099472,600900,长江电力
2026-04-28 09:48:00,26.700000762939453,26.709999084472656,26.709999084472656,26.700000762939453,552400.0,5524.0,14754603.494262695,0.037446896058068724,600900,长江电力
2026-04-28 09:50:00,26.690000534057617,26.700000762939453,26.700000762939453,26.68000030517578,671221.0,6712.21,17921601.212100983,0.07496423363906324,600900,长江电力
2026-04-28 09:52:00,26.700000762939453,26.719999313354492,26.739999771118164,26.700000762939453,459374.0,4593.74,12274472.964572906,0.14980901511520983,600900,长江电力
2026-04-28 09:54:00,26.719999313354492,26.700000762939453,26.719999313354492,26.700000762939453,307219.0,3072.19,8202747.534389496,0.07490093574378243,600900,长江电力
2026-04-28 09:56:00,26.700000762939453,26.709999084472656,26.719999313354492,26.700000762939453,492783.0,4927.83,13162233.478843689,0.07490093574378243,600900,长江电力
2026-04-28 09:58:00,26.719999313354492,26.729999542236328,26.75,26.719999313354492,703912.0,7039.12,18815567.43777466,0.11227802176818624,600900,长江电力
2026-04-28 10:00:00,26.729999542236328,26.75,26.75,26.729999542236328,478589.0,4785.89,12802255.75,0.07482401087237633,600900,长江电力
2026-04-28 10:02:00,26.75,26.75,26.75,26.729999542236328,494342.0,4943.42,13223648.5,0.07482401087237633,600900,长江电力
2026-04-28 10:04:00,26.739999771118164,26.729999542236328,26.75,26.729999542236328,354379.0,3543.79,9472550.507778168,0.07482401087237633,600900,长江电力
2026-04-28 10:06:00,26.729999542236328,26.75,26.770000457763672,26.729999542236328,1147701.0,11477.01,30701001.75,0.14964802174477487,600900,长江电力
2026-04-28 10:08:00,26.760000228881836,26.760000228881836,26.770000457763672,26.75,774278.0,7742.78,20719679.45721817,0.07476806640625,600900,长江电力
2026-04-28 10:10:00,26.75,26.75,26.760000228881836,26.739999771118164,392414.0,3924.14,10497074.5,0.07479602817825892,600900,长江电力
2026-04-28 10:12:00,26.75,26.75,26.770000457763672,26.729999542236328,872043.0,8720.43,23327150.25,0.14964802174477487,600900,长江电力
