code,name,date,bucket,start_time,end_time,bars,volume_lot,return,partition
000002,万科A,2026-05-18,2,09:50,09:58,5,126578.72,-0.002691789074430514,equal_time
000002,万科A,2026-05-18,3,10:00,10:08,5,107062.92,-0.002691789074430514,equal_time
000002,万科A,2026-05-18,4,10:10,10:18,5,145590.38,0.0,equal_time
000002,万科A,2026-05-18,5,10:20,10:28,5,54921.01,0.0,equal_time
000002,万科A,2026-05-18,6,10:30,10:38,5,74934.06,0.0026990543638770567,equal_time
000002,万科A,2026-05-18,7,10:40,10:48,5,31468.14,0.0,equal_time
000002,万科A,2026-05-18,8,10:50,10:58,5,51520.44,-0.00811911658016315,equal_time
000002,万科A,2026-05-18,9,11:00,11:08,5,46649.0,0.0027063589783342767,equal_time
000002,万科A,2026-05-18,10,11:10,11:18,5,51280.0,-0.002713703237951683,equal_time
000002,万科A,2026-05-18,11,11:20,11:28,5,24848.0,0.0,equal_time
000002,万科A,2026-05-18,12,11:30,13:06,5,1076660.47,0.0027063589783342767,equal_time
000002,万科A,2026-05-18,13,13:08,13:16,5,19790.0,0.0,equal_time
000002,万科A,2026-05-18,14,13:18,13:26,5,30512.0,0.0,equal_time
000002,万科A,2026-05-18,15,13:28,13:36,5,14656.2,0.0,equal_time
000002,万科A,2026-05-18,16,13:38,13:46,5,38150.130000000005,0.0027063589783342767,equal_time
000002,万科A,2026-05-18,17,13:48,13:56,5,38372.0,0.0,equal_time
000002,万科A,2026-05-18,18,13:58,14:06,5,40205.0,-0.002713703237951683,equal_time
000002,万科A,2026-05-18,19,14:08,14:16,5,21417.68,-0.0027210874663637285,equal_time
000002,万科A,2026-05-18,20,14:18,14:26,5,27420.79,0.0027210874663637827,equal_time
000002,万科A,2026-05-18,21,14:28,14:38,5,62474.0,-0.005449599457100901,equal_time
000002,万科A,2026-05-18,22,14:40,14:48,5,72831.78,0.0,equal_time
000002,万科A,2026-05-18,23,14:50,14:58,5,67891.31,0.0,equal_time
000002,万科A,2026-05-19,0,09:30,09:38,5,110347.44,0.010810905654593712,equal_time
000002,万科A,2026-05-19,1,09:40,09:48,5,102855.0,-0.002691789074430514,equal_time
000002,万科A,2026-05-19,2,09:50,09:58,5,46956.7,0.0026990543638770567,equal_time
000002,万科A,2026-05-19,3,10:00,10:08,5,47527.0,-0.002699054363877119,equal_time
000002,万科A,2026-05-19,4,10:10,10:18,5,40587.0,0.0,equal_time
000002,万科A,2026-05-19,5,10:20,10:28,5,52976.2,-0.002706358978334304,equal_time
000002,万科A,2026-05-19,6,10:30,10:38,5,17529.0,0.0,equal_time
000002,万科A,2026-05-19,7,10:40,10:48,5,61791.8,-0.005420062216286015,equal_time
000002,万科A,2026-05-19,8,10:50,10:58,5,49064.0,-0.0027210874663637285,equal_time
000002,万科A,2026-05-19,9,11:00,11:08,5,30625.0,0.0027210874663637827,equal_time
000002,万科A,2026-05-19,10,11:10,11:18,5,36094.4,0.0027063589783342767,equal_time
