date,momentum20,bp
2018-10-16,-0.0085888029,-0.0085405676
2018-10-17,0.0050143603,0.0113553492
2018-10-18,-0.0272883187,-0.0235696712
2018-10-19,0.0318281312,0.0300739147
2018-10-22,0.0388488987,0.0459313129
2018-10-23,-0.0261333175,-0.0166608403
2018-10-24,-0.0048710127,0.0131073426
2018-10-25,-0.0018696039,0.0118673866
2018-10-26,-0.0062974004,0.0008929431
2018-10-29,-0.0346920522,-0.0097625777
2018-10-30,0.0088111419,0.0200530723
2018-10-31,0.0150532514,0.0009929476
2018-11-01,0.0018185233,-0.0021268009
2018-11-02,0.0196207176,0.0196480015
2018-11-05,-0.0060507323,-0.0051139872
2018-11-06,-0.0053936482,-0.0023595071
2018-11-07,-0.0078889953,-0.0062791057
2018-11-08,-0.0091144035,-0.0035108736
2018-11-09,-0.009981838,-0.0129763297
2018-11-12,0.0143782675,0.0163694127
2018-11-13,0.0152420479,0.0122152241
2018-11-14,-0.0104131069,-0.0059461844
2018-11-15,0.01887511,0.0130308229
2018-11-16,0.0104993796,0.007128655
2018-11-19,0.019985111,0.0173076636
2018-11-20,-0.0299628316,-0.0243283121
2018-11-21,0.0012616284,0.0020519775
2018-11-22,-0.0043900434,-0.0036898669
2018-11-23,-0.0275805849,-0.027154313
2018-11-26,-8.22881e-05,-0.0001297001
2018-11-27,-0.000601261,-0.0018208206
2018-11-28,0.0173210991,0.0133191382
2018-11-29,-0.0188656536,-0.0160734965
2018-11-30,0.0116342468,0.0063800237
2018-12-03,0.0250277084,0.0231388804
2018-12-04,0.004289467,0.0046058334
2018-12-05,-0.0037858459,-0.0086158477
2018-12-06,-0.0225838516,-0.0155969006
2018-12-07,0.0070032054,0.0062033575
2018-12-10,-0.0128518962,-0.009714022
2018-12-11,0.0090102909,0.0018677949
2018-12-12,0.0031696379,0.00245435
2018-12-13,0.013030628,0.0103206907
2018-12-14,-0.0243094083,-0.0163703808
2018-12-17,-0.0040642668,0.0035544353
2018-12-18,-0.0120696634,-0.0122939215
2018-12-19,-0.0129074973,-0.0076838976
2018-12-20,0.0044732485,-0.0061764522
2018-12-21,-0.0146141653,-0.0093032708
2018-12-24,0.004412184,0.0028459804
2018-12-25,-0.0127681585,-0.0132581971
2018-12-26,-0.0054997507,-4.39096e-05
2018-12-27,-0.0078331305,-0.0029238995
2018-12-28,0.0042977617,0.0061643564
2019-01-02,-0.0113087558,-0.0131732133
2019-01-03,-0.0062443643,0.0050511453
2019-01-04,0.0127366804,0.0265754703
2019-01-07,0.0098884769,0.0094454363
2019-01-08,-0.0049283177,-0.0005077253
2019-01-09,0.0079187279,0.0061574088
2019-01-10,-0.0048560559,-0.0023889827
2019-01-11,0.0070202959,0.0105877304
2019-01-14,-0.0049186816,-0.0012360364
2019-01-15,0.0140335056,0.0064934615
2019-01-16,-0.0019969961,0.0020060034
2019-01-17,-0.0013398012,-0.0009513064
2019-01-18,0.0112141619,0.0143659716
2019-01-21,0.0023644429,0.0008946115
2019-01-22,-0.0104753106,-0.0117892387
2019-01-23,0.0022115389,-0.0050888055
2019-01-24,0.0026266396,0.0018794916
2019-01-25,0.0039718233,0.0075842481
2019-01-28,0.0022139538,-0.0056577431
2019-01-29,0.0043384537,0.0003956398
2019-01-30,-0.0092850831,-0.0046163557
2019-01-31,0.001917137,0.0062572772
2019-02-01,0.0199049766,0.0125466728
2019-02-11,0.0198139137,0.0115989776
2019-02-12,0.0117930162,0.0135552963
2019-02-13,0.0169676595,0.0187584296
2019-02-14,-0.001204245,0.0016189081
2019-02-15,-0.0267885519,-0.0065449781
2019-02-18,0.0394773853,0.0230594127
2019-02-19,-0.0064765488,0.0045145612
2019-02-20,0.0090587348,0.0036946394
2019-02-21,-0.0007954242,-0.005475628
2019-02-22,0.0223532276,0.0172581419
2019-02-25,0.0538903993,0.0618596314
2019-02-26,-0.0116838928,0.0009461496
2019-02-27,-0.0051287881,0.0024422052
2019-02-28,-0.0006257593,-0.0001808066
2019-03-01,0.0229079979,0.0174331185
2019-03-04,0.0215517025,0.0104915808
2019-03-05,0.011908779,0.0065067594
2019-03-06,0.0211197036,0.0136964817
2019-03-07,0.0060766456,0.001634432
2019-03-08,-0.0427539349,-0.0501488152
2019-03-11,0.0321612044,0.0199320047
2019-03-12,0.0114845275,0.0070487355
2019-03-13,-0.0280576076,-0.0124358514
2019-03-14,-0.0301998599,-0.0127059841
2019-03-15,0.0132758269,0.0087991411
2019-03-18,0.0292706359,0.0230934563
2019-03-19,-0.0005130944,-0.0044540589
2019-03-20,0.0021789854,-0.0014363534
2019-03-21,0.0142272021,0.0011457405
2019-03-22,-0.0029629955,0.0029220864
2019-03-25,-0.0258715077,-0.0193158014
2019-03-26,-0.0268246666,-0.0193177575
2019-03-27,0.0096181881,0.0053696572
2019-03-28,-0.0085727248,-0.0123575482
2019-03-29,0.0526572845,0.0301673546
2019-04-01,0.0304433212,0.0284239926
2019-04-02,-0.0051694566,0.0004406895
2019-04-03,0.0137858715,0.0134650695
2019-04-04,0.0180512908,0.0169272361
2019-04-08,-0.0094548854,0.0064515231
2019-04-09,0.0078272608,-0.0065389165
2019-04-10,-0.0007291325,-0.0023916422
2019-04-11,-0.0277150802,-0.0116902974
2019-04-12,0.0036078438,0.0018532851
2019-04-15,-0.0122006845,-0.004060871
2019-04-16,0.0202373859,0.0259746252
2019-04-17,0.0032474098,0.0016743312
2019-04-18,-0.0091084038,-0.0086542593
2019-04-19,0.0004071681,0.0093600886
2019-04-22,-0.0217565872,-0.0213802484
2019-04-23,-0.0052607912,-0.0077471852
2019-04-24,0.0081512603,0.0054708515
2019-04-25,-0.0270375761,-0.0223919229
2019-04-26,-0.0091206407,-0.0184751122
2019-04-29,-0.0118764032,-0.0018907303
2019-04-30,0.0115024739,0.00782311
2019-05-06,-0.0616016152,-0.0502528191
2019-05-07,0.0128557834,0.0051825625
2019-05-08,-0.0216535947,-0.0095566928
2019-05-09,-0.0219652821,-0.0140035822
2019-05-10,0.0464109222,0.020769306
2019-05-13,-0.0105143462,-0.012368887
2019-05-14,-0.0065712295,-0.0041896421
2019-05-15,0.029780418,0.0133287165
2019-05-16,0.0047420394,0.006283235
2019-05-17,-0.0262454964,-0.0212728682
2019-05-20,-0.01580258,-0.0035883177
2019-05-21,0.0162507225,0.010006585
2019-05-22,-0.0056277305,-0.0057114906
2019-05-23,-0.0195380559,-0.0109287718
2019-05-24,0.0040176085,0.0026958198
2019-05-27,0.0080897118,0.0099191499
2019-05-28,0.0181168213,0.0050887647
2019-05-29,-0.0028190562,-0.0064507441
2019-05-30,-0.0078424165,-0.0023990507
2019-05-31,-0.0021870195,-0.0023488786
2019-06-03,-0.0037084428,-0.0022810519
2019-06-04,-0.0120843201,-0.0048385218
2019-06-05,-0.0043357605,0.0004343705
2019-06-06,-0.009084628,-0.0069764097
2019-06-10,0.0106148628,0.0075783221
2019-06-11,0.0310001667,0.0200399685
2019-06-12,-0.0009182277,-0.00585077
2019-06-13,-0.0028225763,0.0002357524
2019-06-14,-0.0094065987,-0.0093105553
2019-06-17,-0.0019977536,0.0033034343
2019-06-18,0.0038749432,-0.0016509672
2019-06-19,0.0076001024,0.0069418531
2019-06-20,0.0204966936,0.0174781054
2019-06-21,0.0048414655,0.0050771741
2019-06-24,0.0048618329,0.0030256301
2019-06-25,-0.0012133108,-0.010105983
2019-06-26,-0.0054959112,0.0028800615
2019-06-27,0.0067463197,0.0051137206
2019-06-28,0.0022134697,-0.0027032471
2019-07-01,0.0263305853,0.0157421965
2019-07-02,-0.0032679762,-0.0008082081
2019-07-03,-0.0139302188,-0.0003180824
2019-07-04,-0.007196597,0.0033900204
2019-07-05,0.008560387,-0.0032401076
2019-07-08,-0.0262067876,-0.0221167553
2019-07-09,-0.0011287743,-0.0033789882
2019-07-10,0.000419437,-0.0068686312
2019-07-11,0.0010008812,-0.0009896746
2019-07-12,0.0071192784,0.0064024264
2019-07-15,0.0103202479,0.0046307646
2019-07-16,-0.0056975611,0.0020988137
2019-07-17,-0.0038897384,-0.0003783328
2019-07-18,-0.0146577074,-0.0077965714
2019-07-19,0.0165107945,0.0085269411
2019-07-22,-0.0042623354,-0.0091459263
2019-07-23,0.0059660061,0.0066453604
2019-07-24,0.0096222088,0.0044897644
2019-07-25,0.0116993597,0.00411976
2019-07-26,0.0008526478,-0.000501122
2019-07-29,-0.0044193852,-0.0006026228
2019-07-30,0.0008457696,0.005913716
2019-07-31,-0.0062225589,-0.0079614968
2019-08-01,-0.0026276822,-0.0067401935
2019-08-02,-0.012850724,-0.0162801351
2019-08-05,-0.0221114773,-0.0175849261
2019-08-06,-0.011257685,-0.0190666614
2019-08-07,-0.0039003421,-0.0028061698
2019-08-08,0.0109670863,0.0063847534
2019-08-09,-0.012126294,-0.0053797538
2019-08-12,0.0202348632,0.0091575347
2019-08-13,-0.0126088342,-0.0065262396
2019-08-14,0.0049793194,0.0027707998
2019-08-15,0.0103775909,0.0008524711
2019-08-16,0.0041304489,-0.0016627931
2019-08-19,0.0280575851,0.0167563631
2019-08-20,-0.0031177207,-0.0020710729
2019-08-21,-0.0010159522,-0.0018996087
2019-08-22,0.0042047321,-0.0011814918
2019-08-23,0.006911378,-0.0018987312
2019-08-26,-0.0108317383,-0.0107636101
2019-08-27,0.0140615278,0.0123983644
2019-08-28,-0.0061675865,-0.001822515
2019-08-29,-0.005143247,-0.0025800379
2019-08-30,-0.0063501938,-0.004466604
2019-09-02,0.0166217589,0.016913725
2019-09-03,0.0006645479,0.0052442344
2019-09-04,-0.0010036299,0.0174732727
2019-09-05,0.0062308126,0.0055503471
2019-09-06,0.0022793639,0.0039448389
2019-09-09,0.0060945665,0.0053603677
2019-09-10,-0.0031594221,-0.0017989134
2019-09-11,-0.0154320536,0.0037925259
2019-09-12,0.0038579112,0.0049960102
2019-09-16,0.003247823,-0.0028745197
2019-09-17,-0.0166775041,-0.0171653505
2019-09-18,0.008478561,-0.0004078967
2019-09-19,0.007016561,0.0035852056
2019-09-20,0.0061859634,0.0015590776
2019-09-23,-0.0109646884,-0.0102841331
2019-09-24,0.0050389636,-0.0024984256
2019-09-25,-0.0120549983,-0.0084973078
2019-09-26,-0.0215204063,-0.0010111903
2019-09-27,0.0030682297,0.0003300237
2019-09-30,-0.0070644501,-0.0035098328
2019-10-08,-0.0020011894,0.0042453547
2019-10-09,0.0020751026,0.0087748718
2019-10-10,0.0115483434,0.0041501236
2019-10-11,0.0060387737,0.0087285591
2019-10-14,0.0188492285,0.015555603
2019-10-15,-0.0131804594,-0.0044668476
2019-10-16,-0.0019578552,-0.0036830828
2019-10-17,0.0019091005,-0.0026203961
2019-10-18,-0.016639227,-0.0146030562
2019-10-21,0.0044613616,0.0027826397
2019-10-22,0.0057734887,0.0017991291
2019-10-23,-0.0050743733,-0.0018215346
2019-10-24,0.0038553673,0.0040604506
2019-10-25,0.0116060882,0.00013613
2019-10-28,0.0042929342,0.0029211749
2019-10-29,-0.0068458632,-0.0048774976
2019-10-30,-0.000444995,-0.0026205409
2019-10-31,-0.0076826648,-0.0060858679
2019-11-01,0.0236755541,0.0093841159
2019-11-04,0.0094975479,0.003838737
2019-11-05,0.0103270669,0.0077621728
2019-11-06,-0.0047857418,-0.0025144762
2019-11-07,0.0031491009,-0.0014441085
2019-11-08,-0.0053467997,-0.0061747473
2019-11-11,-0.0169460262,-0.0197122747
2019-11-12,0.0052841434,0.0015025074
2019-11-13,0.005956208,-0.0079912343
2019-11-14,0.0036836242,-0.0017550044
2019-11-15,-0.0055242198,-0.0086978905
2019-11-18,0.0128105095,0.0070241482
2019-11-19,0.011485399,0.0072337959
2019-11-20,-0.0134690338,-0.009520061
2019-11-21,-0.0067499227,0.0030139338
2019-11-22,-0.0151021949,0.0049401361
2019-11-25,0.003224487,0.024685435
2019-11-26,0.004861857,-0.0038652882
2019-11-27,-0.0016433612,-0.0055443568
2019-11-28,-0.0033900919,-0.0046064142
2019-11-29,-0.0080496432,-0.0015049326
2019-12-02,0.0026090788,-8.8221e-05
2019-12-03,0.0039374616,0.0014648371
2019-12-04,-0.0044255508,-0.0046799577
2019-12-05,0.0098152879,0.0037204702
2019-12-06,0.003259322,-0.0014799367
2019-12-09,0.0011077307,0.0087967549
2019-12-10,0.0104182715,-0.0040054404
2019-12-11,-0.0027876992,0.0076597277
2019-12-12,-0.0003029739,-0.0055400811
2019-12-13,0.0141230025,0.0139923854
2019-12-16,0.0203761461,0.0036912884
2019-12-17,0.0125165718,0.0148021913
2019-12-18,-0.0031329805,-0.0010632067
2019-12-19,-0.0005816655,0.0036404725
2019-12-20,-0.0061643853,-0.0019639647
2019-12-23,-0.0128475558,-0.0157607112
2019-12-24,0.013759304,0.0058236988
2019-12-25,0.0065791631,-0.0036993971
2019-12-26,0.0039486123,0.0082875875
2019-12-27,-0.005940045,0.000938616
2019-12-30,0.0111646357,0.009624549
2019-12-31,0.0104502346,0.0068652293
2020-01-02,0.0181321554,0.0117261204
2020-01-03,-0.000846436,0.000590376
2020-01-06,-0.0027979061,-0.0023247468
2020-01-07,0.0059568875,0.007675155
2020-01-08,-0.0187059857,-0.0161088112
2020-01-09,0.0120855044,0.0046887296
2020-01-10,-0.0013802049,-0.0042625189
2020-01-13,0.0105214695,0.0010988348
2020-01-14,-0.0048630185,0.0006020126
2020-01-15,-0.007194571,-0.0105856335
2020-01-16,-0.0045307452,-0.0074185793
2020-01-17,0.0008723533,-0.0002298308
2020-01-20,0.0087377846,0.0053713073
2020-01-21,-0.0251842378,-0.0155019987
2020-01-22,0.0091544734,-0.0016012503
2020-01-23,-0.0443710148,-0.0264345071
2020-02-03,-0.0719851653,-0.0856192392
2020-02-04,0.0298388163,0.0102098692
2020-02-05,0.0294429715,0.0081407378
2020-02-06,0.0341502975,0.0112116299
2020-02-07,-0.0033510033,-0.0004248638
2020-02-10,-0.0010207994,0.0069049958
2020-02-11,0.0003116476,0.0056892814
2020-02-12,0.0153989054,0.0048941384
2020-02-13,-0.0090894771,-0.0069593358
2020-02-14,0.00602198,0.006341626
2020-02-17,0.0314538363,0.0191602187
2020-02-18,0.0073300665,-0.0031822985
2020-02-19,-0.0089803743,0.0005489821
2020-02-20,0.0249954046,0.0155741869
2020-02-21,0.0116650366,-0.0015834418
2020-02-24,0.0109552817,-0.009843424
2020-02-25,0.0056867429,-0.0080070583
2020-02-26,-0.0337530788,0.0191548129
2020-02-27,0.0063242447,-0.0038161542
2020-02-28,-0.0452839263,-0.0227557394
2020-03-02,0.0467178923,0.0400866384
2020-03-03,0.0086045902,0.0025813096
2020-03-04,0.0048242176,0.0059811056
2020-03-05,0.00909406,0.0150710821
2020-03-06,-0.0156385099,-0.0166940846
2020-03-09,-0.0390032883,-0.0240531797
2020-03-10,0.0298369059,0.012758627
2020-03-11,-0.0129709655,-0.0074631445
2020-03-12,-0.024210351,-0.0112167544
2020-03-13,-0.0096964718,-0.0082642504
2020-03-16,-0.0521482702,-0.0199946769
2020-03-17,0.0007250315,0.0002970723
2020-03-18,-0.0216901667,-0.0180769798
2020-03-19,0.0018682322,-0.0173337675
2020-03-20,0.0152181302,0.0133070095
2020-03-23,-0.0415866378,-0.0249016852
2020-03-24,0.0272547683,0.0163763856
2020-03-25,0.0297733557,0.0152136242
2020-03-26,-0.0092687086,-0.0092311954
2020-03-27,0.0038210229,0.0097212126
2020-03-30,-0.0102005772,-0.0013903327
2020-03-31,-0.003844856,-0.008939203
2020-04-01,-0.0143002265,-0.0056042192
2020-04-02,0.0040039865,0.0113261711
2020-04-03,0.0006597646,-0.0076500646
2020-04-07,0.0208269629,0.0151987264
2020-04-08,-0.0067081863,-0.0018507685
2020-04-09,0.0037554512,0.0006473542
2020-04-10,-0.0097369341,-0.0082074568
2020-04-13,-0.0030085682,-0.0028438104
2020-04-14,0.0115330806,0.0085384758
2020-04-15,-0.0011387268,-0.0066371159
2020-04-16,0.005891538,0.0002791036
2020-04-17,-0.0038618533,0.0064087899
2020-04-20,0.0007944162,-0.002352019
2020-04-21,-0.0041231789,-0.0083772675
2020-04-22,0.0093628528,0.000314198
2020-04-23,-0.0018274842,-0.0045505922
2020-04-24,-0.0046448309,-0.0070635637
2020-04-27,0.0049505186,0.006536198
2020-04-28,-0.0055121811,-0.0110513981
2020-04-29,-0.0017350723,0.010159068
2020-04-30,0.0037216801,0.0119934877
2020-05-06,0.0151146704,0.0008526697
2020-05-07,-0.0023812571,-0.0039197161
2020-05-08,0.0117592337,0.0054850479
2020-05-11,0.0016978461,-0.0007926996
2020-05-12,0.0007644753,-0.0091961771
2020-05-13,0.0027507194,0.0033890987
2020-05-14,-0.0075468047,-0.0094343133
2020-05-15,-0.0038762155,-0.001103257
2020-05-18,0.0015885407,-0.0005212953
2020-05-19,0.0190018216,0.0038353089
2020-05-20,-0.0074459826,0.001773051
2020-05-21,-0.0046494245,-0.0053167188
2020-05-22,-0.0233123144,-0.0141224433
2020-05-25,0.0043413521,0.0019208036
2020-05-26,0.0198442884,0.0030315864
2020-05-27,-0.0097804951,0.0043438385
2020-05-28,-0.00200439,0.0041486789
2020-05-29,0.0079598936,-0.0051763563
2020-06-01,0.0258342617,0.0141270241
2020-06-02,-0.0026772855,0.0077078136
2020-06-03,0.001278475,-0.0055151248
2020-06-04,-0.003662812,-0.0062317958
2020-06-05,0.006438385,0.0006960911
2020-06-08,0.0048740133,0.0022850037
2020-06-09,0.0076156663,0.0041406015
2020-06-10,0.001841937,-0.0077074472
2020-06-11,-0.0081107375,-0.0074515662
2020-06-12,0.0036217314,-0.0008479662
2020-06-15,-0.0138239307,-0.0120858754
2020-06-16,0.0195807197,0.0118718351
2020-06-17,0.0028796907,0.0016374345
2020-06-18,0.0083157473,0.0101240948
2020-06-19,0.0121586304,0.000365445
2020-06-22,-0.0034578684,-0.0052073849
2020-06-23,0.0053092374,-0.0076981352
2020-06-24,0.0016017777,0.0035478956
2020-06-29,-0.0077026827,-0.0104702071
2020-06-30,0.0153574828,0.0032079542
2020-07-01,0.0160203501,0.0223694206
2020-07-02,0.0160227393,0.026141082
2020-07-03,0.0289223547,0.0202214139
2020-07-06,0.0510176581,0.0763625998
2020-07-07,0.0137255856,-0.0072324047
2020-07-08,0.0295030718,0.0112594047
2020-07-09,0.0296211171,-0.0005898486
2020-07-10,-0.0124479768,-0.0275915867
2020-07-13,0.0306413621,0.0142452164
2020-07-14,-0.008531056,-0.0106169342
2020-07-15,-0.0202538607,-0.0226784569
2020-07-16,-0.0590914293,-0.0191672925
2020-07-17,0.0051695436,-0.0044442796
2020-07-20,0.0213115849,0.0376776479
2020-07-21,0.0037722481,-0.0033210037
2020-07-22,0.0164178127,0.0005197003
2020-07-23,0.0013338856,-0.0098836687
2020-07-24,-0.0594446001,-0.0258494769
2020-07-27,0.0122130577,-0.0048931418
2020-07-28,0.0103802099,0.0017576516
2020-07-29,0.031790594,0.0120953065
2020-07-30,-0.0103758545,-0.0028287848
2020-07-31,0.0189443162,-0.0008250401
2020-08-03,0.0339672909,0.0095717051
2020-08-04,-0.019956812,0.0116208585
2020-08-05,0.0230040442,-0.0124943191
2020-08-06,0.0109927206,0.0029667452
2020-08-07,-0.0033305388,-0.0096213518
2020-08-10,-0.0113937874,0.0139360662
2020-08-11,-0.0144963484,-0.0080172814
2020-08-12,-0.0296683222,0.006833702
2020-08-13,0.0004106884,0.0018801054
2020-08-14,0.0148684671,0.0062273016
2020-08-17,0.0270319889,0.0207257513
2020-08-18,0.0076408282,-0.0066577408
2020-08-19,-0.0173183835,-0.0027228541
2020-08-20,-0.0178574595,-0.0104094171
2020-08-21,0.0047172005,0.001679162
2020-08-24,0.0096691329,-0.0015581086
2020-08-25,-0.0056701697,-0.0054925389
2020-08-26,-0.0150273097,-0.0107407345
2020-08-27,0.0088255181,0.0009852638
2020-08-28,0.0246671697,0.010665727
2020-08-31,-0.0075869459,-0.0041300129
2020-09-01,0.0066227902,0.0005497289
2020-09-02,-0.0002088555,-0.0057218403
2020-09-03,-0.001319237,-0.0023390239
2020-09-04,-0.0091314806,-0.0040713337
2020-09-07,-0.0184183192,-0.0036419096
2020-09-08,0.008825846,0.0128527025
2020-09-09,-0.0238223727,0.0002430641
2020-09-10,0.0016503741,-0.0121540951
2020-09-11,0.0052262533,-0.0018446567
2020-09-14,-0.0007134443,-0.0005533405
2020-09-15,0.0114788342,0.0037571425
2020-09-16,2.73634e-05,0.005230583
2020-09-17,-0.0049218065,-0.0030781652
2020-09-18,0.0185003251,0.0172138476
2020-09-21,-0.0133624785,-0.0043033779
2020-09-22,-0.0219131535,-0.0138892372
2020-09-23,0.0010583648,-0.0042467232
2020-09-24,-0.0222947921,-0.0139411006
2020-09-25,-0.0033722385,-0.0042115465
2020-09-28,0.0021892728,0.0058910107
2020-09-29,0.0030721583,-0.0055668256
2020-09-30,-0.0035268239,-0.0030593777
2020-10-09,0.0239404144,0.0092178055
2020-10-12,0.0259506118,0.0178606234
2020-10-13,0.0077816418,-0.0058151473
2020-10-14,-0.0122220046,-0.0059959654
2020-10-15,-0.0021381611,0.0015550608
2020-10-16,-0.0020292117,0.0089988834
2020-10-19,-0.0061782722,-0.002312582
2020-10-20,0.0144887038,-0.0056546066
2020-10-21,0.0008000711,0.0068232109
2020-10-22,-0.0077714966,-0.0039349271
2020-10-23,-0.013952788,0.0055585119
2020-10-26,-0.0008786515,-0.0076942551
2020-10-27,-0.0054807847,-0.0064656384
2020-10-28,0.0104145108,-0.0010971394
2020-10-29,0.0103259072,-0.0012604713
2020-10-30,-0.0206100976,-0.0110378293
2020-11-02,0.0290209095,-0.0005685719
2020-11-03,0.0078854224,0.0116123214
2020-11-04,0.0246254023,0.001611805
2020-11-05,0.021039054,0.0097276198
2020-11-06,0.0054254702,0.0044551976
2020-11-09,0.0140847638,0.010318568
2020-11-10,-0.0143699967,-0.002440992
2020-11-11,-0.0194850076,0.0134033804
2020-11-12,0.0088817306,-0.0096500919
2020-11-13,-0.0033411734,-0.0118996617
2020-11-16,0.011415674,0.0169762704
2020-11-17,-0.0014060304,0.0027117174
2020-11-18,0.0019113907,0.0083825967
2020-11-19,0.0065916242,-0.000643436
2020-11-20,0.0183783876,-0.0008477883
2020-11-23,0.0118747731,0.0204223316
2020-11-24,-0.0101305553,0.0001126155
2020-11-25,-0.0149176226,-0.0081390038
2020-11-26,-0.0066521075,0.0063171869
2020-11-27,0.0094318872,0.0143343819
2020-11-30,-0.0069036728,-0.0038291411
2020-12-01,0.0279818463,0.0125827
2020-12-02,-0.0016847747,-0.0007366202
2020-12-03,-0.0204704978,-0.006238637
2020-12-04,-0.0003909049,-0.0100925314
2020-12-07,-0.0158824087,-0.0151936753
2020-12-08,-0.0062448686,-0.0062317979
2020-12-09,-0.0187637065,-0.0064957703
2020-12-10,-0.0046042474,-0.0019693481
2020-12-11,-0.0105051454,-0.0068313546
2020-12-14,-0.0020678618,-0.0058001219
2020-12-15,0.0020438451,-0.0062047236
2020-12-16,0.0025252759,-0.0007497516
2020-12-17,0.0196035394,0.0117879885
2020-12-18,0.0055697485,0.0063497217
2020-12-21,0.007810744,-0.0035466335
2020-12-22,-0.0427417172,-0.0201583073
2020-12-23,0.0212961509,0.0041810639
2020-12-24,-0.0053698802,-0.0039927034
2020-12-25,0.0230720947,0.0087513175
2020-12-28,0.0059367203,-0.0046533577
2020-12-29,-0.0123992595,-0.0004265576
2020-12-30,0.0194164953,0.0004960709
2020-12-31,0.0238437463,0.0069864024
2021-01-04,0.0315712677,-0.0046936476
2021-01-05,0.0245445532,-0.005171623
2021-01-06,-0.0016799716,0.0110367418
2021-01-07,0.039419325,-0.0007776203
2021-01-08,-0.0044308974,0.004133298
2021-01-11,-0.011796113,-0.0129678967
2021-01-12,0.0349004164,0.0097187088
2021-01-13,-0.0089632754,0.0179362608
2021-01-14,-0.0380385624,0.0095360173
2021-01-15,-0.0130101405,-0.0008873388
2021-01-18,0.0061568812,0.0023245095
2021-01-19,-0.0243837776,0.0034173041
2021-01-20,0.0188822317,-0.0074908186
2021-01-21,0.0239892628,-0.0024343893
2021-01-22,0.0160859886,-0.0168692284
2021-01-25,0.0252247944,-0.0048658015
2021-01-26,-0.0265849532,-0.0001788659
2021-01-27,-0.0029896178,0.0033232091
2021-01-28,-0.0392363623,-0.0111997122
2021-01-29,0.0014420654,-0.0045370764
2021-02-01,0.0173451524,0.0067494308
2021-02-02,0.0242571923,-0.0025967995
2021-02-03,-0.0098726623,-0.0048449444
2021-02-04,-0.0058967443,-0.0064181786
2021-02-05,-0.0137929265,0.0168115718
2021-02-08,0.0270387622,0.0020589614
2021-02-09,0.0331925508,0.0088018301
2021-02-10,0.0122686252,0.0017040553
2021-02-18,-0.000664599,0.02151672
2021-02-19,0.0018262637,0.0161482957
2021-02-22,-0.024214798,0.0146810966
2021-02-23,-0.0066919315,-0.0064000848
2021-02-24,-0.0298144936,-0.0112828593
2021-02-25,-0.0020185765,0.0190263853
2021-02-26,-0.0297239489,-0.0216104609
2021-03-01,0.0276363712,0.0049503841
2021-03-02,-0.0160923569,-0.0134214526
2021-03-03,0.0286754803,0.0267919668
2021-03-04,-0.022621805,0.0006162566
2021-03-05,-0.0243827542,-0.000331194
2021-03-08,-0.0206273259,0.0007730557
2021-03-09,-0.0114654361,-0.0037052634
2021-03-10,-0.0054251865,-0.0098793543
2021-03-11,0.037334004,0.017257794
2021-03-12,0.0056296698,0.012828593
2021-03-15,0.004976192,0.0089562181
2021-03-16,-1.05001e-05,0.0034223632
2021-03-17,-0.0032393613,-0.0121345584
2021-03-18,0.0126062158,-0.0005203236
2021-03-19,-0.024498809,-0.0129190751
2021-03-22,0.0131551158,0.0169423051
2021-03-23,-0.0249118534,-0.0094027923
2021-03-24,-0.038875086,-0.0130884442
2021-03-25,0.0011327387,-0.0080670533
2021-03-26,0.0232456057,0.0075049774
2021-03-29,0.0053283609,0.0092487808
2021-03-30,0.0095078896,0.0013600227
2021-03-31,-0.0057859167,0.0132208932
2021-04-01,0.0024674772,-0.0009641244
2021-04-02,-0.0070797241,-0.0068378636
2021-04-06,-0.0031287753,-0.0015924954
2021-04-07,0.0108909588,0.0073173605
2021-04-08,-0.0068467344,-0.0060207402
2021-04-09,-0.0041856717,-0.0012746036
2021-04-12,-0.008412799,0.0024831408
2021-04-13,-0.0116507007,-0.0096413631
2021-04-14,0.0082782342,-0.0030917742
2021-04-15,-0.0085015832,-0.0048806273
2021-04-16,0.0101322726,0.0098294941
2021-04-19,0.0083875839,0.0048913067
2021-04-20,-0.0027490411,-0.0079600176
2021-04-21,-0.0004610774,-0.0058670264
2021-04-22,-0.0032073414,-0.0021854908
2021-04-23,-0.0078135445,-0.0062472757
2021-04-26,-0.0067621508,-0.0066760288
2021-04-27,-0.0039207767,-0.0031326397
2021-04-28,0.0070871138,0.0003838263
2021-04-29,0.0059440588,0.0099097585
2021-04-30,-0.0136167085,-0.0135254686
2021-05-06,-0.0092513507,0.0061790367
2021-05-07,-0.0112709919,0.0086810247
2021-05-10,0.0148453281,0.0021854145
2021-05-11,-0.0004238244,0.0024275189
2021-05-12,0.0090961943,0.0050147724
2021-05-13,-0.0116008533,-0.0060382436
2021-05-14,0.0215248127,0.0069199421
2021-05-17,0.0191829692,0.0007129982
2021-05-18,0.0034261811,0.0044939462
2021-05-19,0.0003059843,-0.0103082439
2021-05-20,-0.0077170071,-0.0032571488
2021-05-21,0.0018266517,-0.0025536991
2021-05-24,-0.0001255444,-0.0013676359
2021-05-25,0.0311953554,0.0131152764
2021-05-26,0.0042117759,0.0050287725
2021-05-27,0.0008839426,9.59665e-05
2021-05-28,0.0075724907,-0.0032651164
2021-05-31,0.0049379968,-0.0058468824
2021-06-01,-0.0055930301,-0.002554301
2021-06-02,-0.0177767075,0.0024675949
2021-06-03,-0.008310034,-0.0032480287
