date,code,momentum20,bp
2016-02-29,000001.XSHE,-0.078683834,1.1487650775
2016-02-29,000002.XSHE,,
2016-02-29,000009.XSHE,-0.138381201,0.2556563978
2016-02-29,000027.XSHE,-0.1469465649,0.85041245
2016-02-29,000039.XSHE,-0.1230329041,0.5958055291
2016-02-29,000046.XSHE,-0.0268456376,0.3144851877
2016-02-29,000060.XSHE,0.0831973899,0.2869769844
2016-02-29,000061.XSHE,-0.1165501166,0.2327909305
2016-02-29,000063.XSHE,-0.1340629275,0.5225206396
2016-02-29,000069.XSHE,-0.0495412844,0.6798096533
2016-02-29,000100.XSHE,0.0256410256,0.5280946346
2016-02-29,000156.XSHE,-0.2366020525,0.3804740707
2016-02-29,000157.XSHE,-0.1121495327,1.2588116818
2016-02-29,000400.XSHE,-0.176344086,0.4650297619
2016-02-29,000402.XSHE,-0.0649526387,0.9238728751
2016-02-29,000413.XSHE,-0.0241691843,0.5539859288
2016-02-29,000415.XSHE,,
2016-02-29,000423.XSHE,0.0083783784,0.2218327824
2016-02-29,000425.XSHE,-0.1340206186,1.0237510238
2016-02-29,000503.XSHE,-0.2196299276,0.0706988582
2016-02-29,000538.XSHE,-0.0945749927,0.2235036431
2016-02-29,000539.XSHE,-0.1343570058,0.8309098463
2016-02-29,000540.XSHE,-0.1138952164,0.4063719116
2016-02-29,000559.XSHE,-0.075216972,0.1237822917
2016-02-29,000568.XSHE,-0.1109896118,0.3623976227
2016-02-29,000581.XSHE,-0.122278057,0.704920344
2016-02-29,000598.XSHE,-0.0555555556,0.5136898341
2016-02-29,000623.XSHE,-0.1308523409,0.8380824673
2016-02-29,000625.XSHE,-0.0508474576,0.481834827
2016-02-29,000629.XSHE,0.0476190476,0.3366436627
2016-02-29,000630.XSHE,-0.1264367816,0.6079766537
2016-02-29,000651.XSHE,,
2016-02-29,000686.XSHE,-0.2239669421,0.5159692482
2016-02-29,000709.XSHE,-0.0823970037,1.3622122327
2016-02-29,000712.XSHE,-0.0848516398,0.1994654326
2016-02-29,000725.XSHE,-0.08,0.9403799135
2016-02-29,000728.XSHE,-0.1521997622,0.6797634423
2016-02-29,000729.XSHE,-0.0746268657,0.7064641469
2016-02-29,000738.XSHE,0.0175904414,0.1306335728
2016-02-29,000750.XSHE,-0.1616541353,0.5746135724
2016-02-29,000768.XSHE,-0.1549372613,0.3277399056
2016-02-29,000776.XSHE,-0.1761316872,0.7517101406
2016-02-29,000778.XSHE,0.002688172,0.9534706331
2016-02-29,000783.XSHE,-0.2382588774,0.425694947
2016-02-29,000792.XSHE,-0.1350919265,0.7593591009
2016-02-29,000793.XSHE,-0.2263779528,0.5083367222
2016-02-29,000800.XSHE,-0.03877367,0.441774165
2016-02-29,000825.XSHE,-0.2067901235,1.3376136972
2016-02-29,000826.XSHE,-0.0984215413,0.2452422994
2016-02-29,000831.XSHE,-0.0050793651,0.1557802253
2016-02-29,000858.XSHE,-0.081134893,0.4897639338
2016-02-29,000876.XSHE,,
2016-02-29,000883.XSHE,-0.1723300971,0.8048289738
2016-02-29,000895.XSHE,0.0049019608,0.2719682341
2016-02-29,000898.XSHE,-0.1993355482,1.6820857864
2016-02-29,000917.XSHE,-0.2189822756,0.5298855447
2016-02-29,000937.XSHE,0.0304054054,0.9571209801
2016-02-29,000963.XSHE,-0.0524216524,0.1916002452
2016-02-29,000983.XSHE,0.0671641791,0.6593261687
2016-02-29,000999.XSHE,-0.0975945017,0.3666495564
2016-02-29,600000.XSHG,,
2016-02-29,600005.XSHG,-0.1358024691,1.2301636118
2016-02-29,600008.XSHG,-0.0756013746,0.4618510992
2016-02-29,600009.XSHG,-0.0062135922,0.387687059
2016-02-29,600010.XSHG,-0.1261261261,0.5525167136
2016-02-29,600011.XSHG,-0.0485268631,0.711997152
2016-02-29,600015.XSHG,-0.0609318996,1.1828720132
2016-02-29,600016.XSHG,0.0,0.968147933
2016-02-29,600019.XSHG,-0.0997150997,1.351168761
2016-02-29,600021.XSHG,-0.0438328236,0.4128478243
2016-02-29,600028.XSHG,-0.031496063,1.2825445684
2016-02-29,600029.XSHG,-0.2008547009,0.6919457515
2016-02-29,600030.XSHG,-0.0694326842,0.8041170794
2016-02-29,600031.XSHG,-0.1008403361,0.6089763108
2016-02-29,600036.XSHG,-0.059144677,0.9826078412
2016-02-29,600038.XSHG,-0.1018518519,0.2861967316
2016-02-29,600050.XSHG,-0.1291139241,0.9203865624
2016-02-29,600060.XSHG,-0.1351132686,0.6718624026
2016-02-29,600066.XSHG,0.0044091711,0.2674297328
2016-02-29,600068.XSHG,-0.1818181818,0.7976389886
2016-02-29,600085.XSHG,-0.1162622238,0.1843453895
2016-02-29,600089.XSHG,-0.1576182137,0.77675936
2016-02-29,600100.XSHG,-0.1772253408,0.5454942178
2016-02-29,600104.XSHG,-0.0306845004,0.8204118467
2016-02-29,600109.XSHG,-0.0818260121,0.4657228018
2016-02-29,600111.XSHG,-0.1058333333,0.2053598932
2016-02-29,600115.XSHG,-0.2020802377,0.4874244492
2016-02-29,600118.XSHG,-0.1133375078,0.1289124942
2016-02-29,600150.XSHG,-0.236511456,0.6109481916
2016-02-29,600153.XSHG,,
2016-02-29,600157.XSHG,-0.1234567901,0.4918355302
2016-02-29,600166.XSHG,-0.094488189,1.168633867
2016-02-29,600170.XSHG,,
2016-02-29,600177.XSHG,-0.119047619,0.7568876779
2016-02-29,600188.XSHG,0.1634241245,0.6136851795
2016-02-29,600196.XSHG,-0.0386215092,0.4234955321
2016-02-29,600208.XSHG,-0.0939226519,0.7997440819
2016-02-29,600221.XSHG,-0.119760479,0.8188666885
2016-02-29,600252.XSHG,-0.1371308017,0.307314075
2016-02-29,600256.XSHG,-0.1893491124,0.5155968033
2016-02-29,600271.XSHG,,
2016-02-29,600276.XSHG,0.0226415094,0.1069232825
2016-02-29,600309.XSHG,-0.1296296296,0.4082799167
2016-02-29,600315.XSHG,-0.094772344,0.2192645866
2016-02-29,600317.XSHG,-0.156424581,0.4802381981
2016-02-29,600332.XSHG,-0.129667003,0.3106940906
2016-02-29,600340.XSHG,-0.0824417873,0.2902252148
2016-02-29,600350.XSHG,-0.0970588235,0.9464319515
2016-02-29,600352.XSHG,-0.058988764,0.4976362279
2016-02-29,600362.XSHG,-0.0680851064,1.0690613641
2016-02-29,600369.XSHG,-0.1560846561,0.4320214283
2016-02-29,600372.XSHG,-0.1201716738,0.1746419839
2016-02-29,600373.XSHG,-0.1574912892,0.411675106
2016-02-29,600383.XSHG,-0.0730067243,0.4927079227
2016-02-29,600398.XSHG,-0.026645768,0.1663506005
2016-02-29,600406.XSHG,-0.1332398317,0.2308349299
2016-02-29,600415.XSHG,-0.0870253165,0.2519335903
2016-02-29,600485.XSHG,,
2016-02-29,600489.XSHG,0.1596752368,0.3329116452
2016-02-29,600518.XSHG,-0.0367346939,0.2636435539
2016-02-29,600519.XSHG,0.0598781345,0.2216852513
2016-02-29,600535.XSHG,-0.0492515693,0.1984363218
2016-02-29,600547.XSHG,0.3546637744,0.2598009924
2016-02-29,600549.XSHG,0.1966568338,0.3487844861
2016-02-29,600570.XSHG,-0.2008765522,0.0969668761
2016-02-29,600578.XSHG,-0.2380952381,0.717411579
2016-02-29,600583.XSHG,-0.0968801314,0.7588404917
2016-02-29,600585.XSHG,-0.0271629779,0.9162543522
2016-02-29,600588.XSHG,-0.2207505519,0.2013733664
2016-02-29,600600.XSHG,-0.0587060703,0.4605111674
2016-02-29,600633.XSHG,-0.1091954023,0.2730226336
2016-02-29,600637.XSHG,-0.1115023474,0.3760812335
2016-02-29,600642.XSHG,-0.1024498886,0.9211495947
2016-02-29,600648.XSHG,-0.0817245817,0.4425366199
2016-02-29,600649.XSHG,-0.1652767248,0.5132416342
2016-02-29,600660.XSHG,-0.0580270793,0.4761224587
2016-02-29,600663.XSHG,,
2016-02-29,600674.XSHG,-0.0681458003,0.5356473298
2016-02-29,600688.XSHG,0.0781609195,0.2904106406
2016-02-29,600690.XSHG,-0.2457420925,0.5345306821
2016-02-29,600703.XSHG,-0.0428441203,0.3367456897
2016-02-29,600705.XSHG,-0.1896907216,0.4970425966
2016-02-29,600717.XSHG,-0.0829596413,1.0085728694
2016-02-29,600718.XSHG,-0.2434825381,0.282837425
2016-02-29,600739.XSHG,-0.1126847291,0.771307366
2016-02-29,600741.XSHG,-0.1143451143,0.8519338899
2016-02-29,600783.XSHG,-0.1505806968,0.1944428241
2016-02-29,600795.XSHG,-0.0905511811,0.8371703642
2016-02-29,600804.XSHG,-0.1005405405,0.2282271316
2016-02-29,600820.XSHG,-0.1215106732,0.6912760957
2016-02-29,600827.XSHG,-0.1662870159,0.7130124777
2016-02-29,600837.XSHG,-0.0219047619,0.7551159103
2016-02-29,600839.XSHG,-0.1556122449,0.8403361345
2016-02-29,601607.XSHG,-0.0803834808,0.7144898542
2016-02-29,600863.XSHG,-0.1480144404,0.5793071487
2016-02-29,600867.XSHG,-0.0531197302,0.0887650124
2016-02-29,600873.XSHG,,
2016-02-29,600875.XSHG,-0.1501901141,0.9770395701
2016-02-29,600886.XSHG,-0.1139705882,0.6162188809
2016-02-29,600887.XSHG,-0.0732159407,0.2450800186
2016-02-29,600893.XSHG,-0.1261331261,0.2112289299
2016-02-29,600895.XSHG,-0.108847185,0.2571355104
2016-02-29,600900.XSHG,-0.0909090909,0.4855075982
2016-02-29,002007.XSHE,-0.0724980299,0.1557583876
2016-02-29,002008.XSHE,-0.1572420635,0.2447740735
2016-02-29,002024.XSHE,-0.1213463242,0.4016225551
2016-02-29,002038.XSHE,-0.2128834356,0.2447920492
2016-02-29,600027.XSHG,-0.0417754569,0.7910140801
2016-02-29,601988.XSHG,-0.0776699029,1.242081729
2016-02-29,600048.XSHG,-0.0031897927,0.7323324789
2016-02-29,601006.XSHG,-0.1223021583,0.9104980424
2016-02-29,002065.XSHE,,
2016-02-29,601111.XSHG,-0.1557496361,0.764935363
2016-02-29,601699.XSHG,0.1531728665,0.8034709947
2016-02-29,601398.XSHG,-0.0461538462,1.1457378552
2016-02-29,600018.XSHG,-0.1289537713,0.5543544542
2016-02-29,002081.XSHE,-0.1171974522,0.400817668
2016-02-29,601872.XSHG,-0.1184573003,0.566315551
2016-02-29,601991.XSHG,-0.1329787234,0.8846426044
2016-02-29,601333.XSHG,-0.0828571429,1.066552901
2016-02-29,601628.XSHG,-0.1066597294,0.5178932104
2016-02-29,601166.XSHG,-0.0560652396,1.0650761529
2016-02-29,601318.XSHG,-0.0413483146,0.6191567086
2016-02-29,002129.XSHE,-0.1752136752,0.5053823217
2016-02-29,000338.XSHE,-0.1217105263,1.1042402827
2016-02-29,601998.XSHG,-0.1128205128,1.206854936
2016-02-29,601328.XSHG,-0.0646153846,1.3128528292
2016-02-29,601600.XSHG,0.028436019,0.5291285253
2016-02-29,601919.XSHG,-0.1274509804,0.4339336082
2016-02-29,002142.XSHE,-0.085,0.8621432882
2016-02-29,601009.XSHG,-0.0452261307,0.9601536246
2016-02-29,002153.XSHE,-0.2034782609,0.1830328544
2016-02-29,002146.XSHE,-0.0527272727,0.6760411033
2016-02-29,601169.XSHG,-0.0352112676,0.8855827134
2016-02-29,601939.XSHG,-0.1061093248,1.2038040207
2016-02-29,601808.XSHG,-0.0914979757,0.8042464211
2016-02-29,601088.XSHG,-0.021978022,1.0800302408
2016-02-29,601857.XSHG,-0.0200364299,0.8777319407
2016-02-29,002195.XSHE,-0.1131221719,0.2707165868
2016-02-29,601390.XSHG,-0.1732394366,0.6835737234
2016-02-29,002202.XSHE,-0.1682600382,0.4237467689
2016-02-29,601866.XSHG,-0.1243781095,0.4858850396
2016-02-29,601601.XSHG,-0.0120689655,0.5961607249
2016-02-29,601099.XSHG,-0.1090487239,0.4202740187
2016-02-29,601899.XSHG,0.0,0.4083799567
2016-02-29,601898.XSHG,-0.0817757009,1.3058239749
2016-02-29,601958.XSHG,-0.0619621343,0.605877007
2016-02-29,601186.XSHG,-0.1271091114,0.8115565655
2016-02-29,002230.XSHE,-0.0700169396,0.192470552
2016-02-29,002236.XSHE,-0.0906068163,0.1811462937
2016-02-29,002252.XSHE,-0.0280242877,0.1008003548
2016-02-29,002241.XSHE,-0.1822189566,0.2491590881
2016-02-29,601668.XSHG,-0.0507246377,0.9349289454
2016-02-29,601766.XSHG,-0.1235294118,0.3670667694
2016-02-29,601788.XSHG,-0.1743002545,0.6921852288
2016-02-29,601727.XSHG,-0.0701149425,0.3392590582
2016-02-29,002292.XSHE,-0.0607826811,0.0698333776
2016-02-29,002294.XSHE,0.0064014632,0.1683020011
2016-02-29,600999.XSHG,-0.1452914798,0.5642703984
2016-02-29,300002.XSHE,-0.2282722513,0.3284611595
2016-02-29,601633.XSHG,-0.123252859,0.5115351169
2016-02-29,601888.XSHG,-0.1770562771,0.2755807865
2016-02-29,601989.XSHG,-0.2470741222,0.5506304719
2016-02-29,002304.XSHE,-0.0438748914,0.2655830877
2016-02-29,601618.XSHG,-0.1286863271,0.6619447938
2016-02-29,601117.XSHG,-0.1067761807,0.9712509713
2016-02-29,300003.XSHE,0.0036075036,0.1794301299
2016-02-29,300017.XSHE,-0.0428907168,0.0681092199
2016-02-29,300015.XSHE,-0.0271903323,0.0862991474
2016-02-29,300024.XSHE,-0.1686143573,0.1672184877
2016-02-29,300027.XSHE,-0.2330827068,0.3148812898
2016-02-29,002353.XSHE,-0.1426836673,0.5420347986
2016-02-29,002375.XSHE,-0.1062887511,0.4924410302
2016-02-29,601688.XSHG,-0.1010770505,0.7910140801
2016-02-29,601179.XSHG,-0.0789473684,0.6895125147
2016-02-29,601106.XSHG,-0.1978851964,0.4526935265
2016-02-29,002385.XSHE,0.0304568528,0.3034440904
2016-02-29,601158.XSHG,-0.0884773663,0.4222259753
2016-02-29,300058.XSHE,-0.2274590164,0.2777392029
2016-02-29,002399.XSHE,-0.0577281192,0.4181126395
2016-02-29,002410.XSHE,-0.0984936269,0.2067610876
2016-02-29,300059.XSHE,-0.1857835218,0.132807416
2016-02-29,002415.XSHE,0.0545829042,0.1705873322
2016-02-29,002422.XSHE,-0.1143497758,0.5606323933
2016-02-29,002456.XSHE,-0.1958974359,0.2959805837
2016-02-29,300070.XSHE,-0.1951522685,0.3462603878
2016-02-29,601118.XSHG,-0.1821305842,0.4491757625
2016-02-29,002450.XSHE,,
2016-02-29,601718.XSHG,0.0715214564,0.3697404422
2016-02-29,300124.XSHE,-0.1332752613,0.159637304
2016-02-29,002465.XSHE,-0.3290884718,0.2697453604
2016-02-29,601018.XSHG,-0.3035190616,0.4363382494
2016-02-29,601288.XSHG,-0.0326086957,1.1261261261
2016-02-29,300104.XSHE,,
2016-02-29,002470.XSHE,-0.1639751553,0.3692216807
2016-02-29,601377.XSHG,-0.1290801187,0.6281012499
2016-02-29,300133.XSHE,-0.2505147563,0.3012048193
2016-02-29,002475.XSHE,0.0647058824,0.1588032586
2016-02-29,601098.XSHG,-0.1768488746,0.4008980115
2016-02-29,601818.XSHG,-0.0833333333,1.2374706101
2016-02-29,002500.XSHE,-0.2345436703,0.6220065933
2016-02-29,600998.XSHG,-0.054,0.3412386965
2016-02-29,300144.XSHE,-0.0772833724,0.172947545
2016-02-29,300146.XSHE,-0.2045283019,0.2364681123
2016-02-29,601933.XSHG,-0.0471204188,0.3781290176
2016-02-29,601216.XSHG,-0.1881918819,0.4304407713
2016-02-29,601258.XSHG,-0.1344262295,0.6941070313
2016-02-29,601992.XSHG,0.0149253731,0.8315316814
2016-02-29,002594.XSHE,-0.0815749812,0.2326392928
2016-02-29,601901.XSHG,-0.1517241379,0.6548359636
2016-02-29,300251.XSHE,-0.199628598,0.2512057878
2016-02-29,601669.XSHG,-0.1625207297,0.6114338123
2016-02-29,601225.XSHG,-0.0486111111,0.7151029748
2016-02-29,601555.XSHG,-0.1822222222,0.6724949563
2016-02-29,601800.XSHG,-0.1111111111,0.7080147267
2016-02-29,601928.XSHG,-0.1770114943,0.3986605007
2016-02-29,002673.XSHE,-0.2315419387,0.2259172239
2016-02-29,601336.XSHG,-0.1399684044,0.5126102112
2016-02-29,601231.XSHG,-0.1978021978,0.367282477
2016-02-29,300315.XSHE,-0.1915966387,0.2932035419
2016-02-29,603000.XSHG,-0.0676020408,0.1506841058
2016-02-29,603993.XSHG,-0.1407185629,0.3183699459
2016-02-29,603288.XSHG,-0.1172305271,0.1149874664
2016-02-29,601608.XSHG,-0.2095588235,0.4695497018
2016-02-29,601238.XSHG,-0.0786885246,0.3075787402
2016-02-29,601016.XSHG,-0.1375545852,0.2956742852
2016-02-29,601969.XSHG,-0.1204379562,0.2306379446
2016-02-29,000333.XSHE,-0.0418195158,0.4286510352
2016-02-29,600023.XSHG,-0.1550561798,0.7718431615
2016-02-29,002739.XSHE,,
2016-02-29,601211.XSHG,-0.1450068399,0.6848376935
2016-02-29,600958.XSHG,-0.0543406229,0.3832445483
2016-02-29,601198.XSHG,-0.2055944056,0.281396854
2016-02-29,601021.XSHG,-0.1718353813,0.1820598249
2016-02-29,600959.XSHG,-0.1524500907,0.308375478
2016-02-29,603885.XSHG,-0.188463735,0.1363215006
2016-02-29,601985.XSHG,-0.1404580153,0.3526093089
2016-02-29,002736.XSHE,-0.1716705158,0.4039914354
2016-02-29,000166.XSHE,-0.14490161,0.4550832802
2016-02-29,001979.XSHE,-0.1276415892,
2016-03-31,000001.XSHE,0.0528634361,1.0607828577
2016-03-31,000002.XSHE,,
2016-03-31,000009.XSHE,0.120923913,0.204452986
2016-03-31,000027.XSHE,0.0432989691,0.7512019231
2016-03-31,000039.XSHE,0.0399408284,0.5788041905
2016-03-31,000046.XSHE,-0.0061412487,0.2845759818
2016-03-31,000060.XSHE,-0.1342281879,0.2971768202
2016-03-31,000061.XSHE,-0.0049423394,0.2190676481
2016-03-31,000063.XSHE,,
2016-03-31,000069.XSHE,-0.0310880829,0.6621201086
2016-03-31,000100.XSHE,-0.0304054054,0.5175715543
2016-03-31,000156.XSHE,0.1961591221,0.2921413964
2016-03-31,000157.XSHE,0.0424836601,1.1352026337
2016-03-31,000400.XSHE,0.0959677419,0.4311088119
2016-03-31,000402.XSHE,-0.0406290957,0.8722197994
2016-03-31,000413.XSHE,0.0466760962,0.474608448
2016-03-31,000415.XSHE,,
2016-03-31,000423.XSHE,0.041559112,0.2208870825
2016-03-31,000425.XSHE,0.102189781,0.8280887711
2016-03-31,000503.XSHE,0.1378816794,0.0575076198
2016-03-31,000538.XSHE,0.0754483612,0.2104244261
2016-03-31,000539.XSHE,0.0415800416,0.7476635514
2016-03-31,000540.XSHE,-0.0067114094,0.3560746332
2016-03-31,000559.XSHE,0.052173913,0.0941158755
2016-03-31,000568.XSHE,0.1574127075,0.2913837816
2016-03-31,000581.XSHE,0.1199641898,0.5903536218
2016-03-31,000598.XSHE,0.0039447732,0.4556639023
2016-03-31,000623.XSHE,0.0850253807,0.737082627
2016-03-31,000625.XSHE,0.0985915493,0.4228687415
2016-03-31,000629.XSHE,-0.0787172012,0.3515556337
2016-03-31,000630.XSHE,-0.0454545455,0.5495713344
2016-03-31,000651.XSHE,,
2016-03-31,000686.XSHE,0.1549019608,0.411319513
2016-03-31,000709.XSHE,-0.0387596899,1.3444474321
2016-03-31,000712.XSHE,0.1659412405,0.1720104582
2016-03-31,000725.XSHE,0.0090497738,0.8703220191
2016-03-31,000728.XSHE,0.10625,0.5480052609
2016-03-31,000729.XSHE,0.0735068913,0.6247657129
2016-03-31,000738.XSHE,-0.0928162746,0.140368608
2016-03-31,000750.XSHE,0.2828282828,0.4038935337
2016-03-31,000768.XSHE,0.1028537455,0.2847299337
2016-03-31,000776.XSHE,0.150528169,0.6083465142
2016-03-31,000778.XSHE,-0.0047619048,0.8492569002
2016-03-31,000783.XSHE,0.1371191136,0.3449465333
2016-03-31,000792.XSHE,0.0720871752,0.642137032
2016-03-31,000793.XSHE,0.0673758865,0.4721212407
2016-03-31,000800.XSHE,0.0853873239,0.3818980332
2016-03-31,000825.XSHE,-0.0036231884,1.2510947079
2016-03-31,000826.XSHE,0.1055718475,0.2137345844
2016-03-31,000831.XSHE,-0.0091272105,0.1405837035
2016-03-31,000858.XSHE,0.1469712016,0.4060583912
2016-03-31,000876.XSHE,0.009929078,0.5611987205
2016-03-31,000883.XSHE,0.0602739726,0.7091192739
2016-03-31,000895.XSHE,0.1445672192,0.2409870831
2016-03-31,000898.XSHE,-0.0342205323,1.4731879788
2016-03-31,000917.XSHE,0.0787878788,0.4517936207
2016-03-31,000937.XSHE,-0.062305296,0.9716284493
2016-03-31,000963.XSHE,0.0146799765,0.1893975265
2016-03-31,000983.XSHE,-0.1491596639,0.6995942353
2016-03-31,000999.XSHE,0.0943804035,0.3336892686
2016-03-31,600000.XSHG,-0.0287846482,0.855871277
2016-03-31,600005.XSHG,-0.0364238411,1.1837121212
2016-03-31,600008.XSHG,0.0227272727,0.3695628072
2016-03-31,600009.XSHG,0.045437754,0.3504468197
2016-03-31,600010.XSHG,-0.0047619048,0.5133206714
2016-03-31,600011.XSHG,0.109947644,0.6554798112
2016-03-31,600015.XSHG,0.0362318841,1.0838933449
2016-03-31,600016.XSHG,0.0472103004,0.8979885057
2016-03-31,600019.XSHG,-0.023880597,1.3048016701
2016-03-31,600021.XSHG,-0.0099206349,0.4111165927
2016-03-31,600028.XSHG,0.046692607,1.1719207782
2016-03-31,600029.XSHG,0.0168350168,0.6290099384
2016-03-31,600030.XSHG,0.1183673469,0.6451196697
2016-03-31,600031.XSHG,0.0573248408,0.523341009
2016-03-31,600036.XSHG,0.062267658,0.8891259892
2016-03-31,600038.XSHG,0.0676341021,0.2552713534
2016-03-31,600050.XSHG,0.0301369863,0.8455944529
2016-03-31,600060.XSHG,0.1803418803,0.5200478444
2016-03-31,600066.XSHG,-0.0135135135,0.2608105993
2016-03-31,600068.XSHG,0.0679012346,0.7301401869
2016-03-31,600085.XSHG,0.0690063091,0.1720252533
2016-03-31,600089.XSHG,0.0445736434,0.69237693
2016-03-31,600100.XSHG,0.1211573237,0.4513857543
2016-03-31,600104.XSHG,0.0564263323,0.7496813854
2016-03-31,600109.XSHG,0.1505102041,0.3775864673
2016-03-31,600111.XSHG,0.0200166806,0.1802548804
2016-03-31,600115.XSHG,0.0334507042,0.4398117606
2016-03-31,600118.XSHG,0.1249186727,0.1088162963
2016-03-31,600150.XSHG,0.0779956427,0.5102561486
2016-03-31,600153.XSHG,,
2016-03-31,600157.XSHG,0.0,0.4553526706
2016-03-31,600166.XSHG,0.0722891566,1.0053282397
2016-03-31,600170.XSHG,0.0916334661,0.626605677
2016-03-31,600177.XSHG,0.2191780822,0.5985873339
2016-03-31,600188.XSHG,-0.0705521472,0.6345580303
2016-03-31,600196.XSHG,0.0558166863,0.3942284948
2016-03-31,600208.XSHG,-0.0157894737,0.7024938532
2016-03-31,600221.XSHG,0.0,0.8022462896
2016-03-31,600252.XSHG,-0.0134228188,0.2895696994
2016-03-31,600256.XSHG,0.0271186441,0.4662004662
2016-03-31,600271.XSHG,,
2016-03-31,600276.XSHG,0.0113717129,0.1018070756
2016-03-31,600309.XSHG,-0.0030895984,0.349235175
2016-03-31,600315.XSHG,0.0075539568,0.2769392672
2016-03-31,600317.XSHG,0.2298136646,0.3677957998
2016-03-31,600332.XSHG,0.0411544629,0.2863278454
2016-03-31,600340.XSHG,-0.0377128954,0.2846245802
2016-03-31,600350.XSHG,0.0813253012,0.847098687
2016-03-31,600352.XSHG,0.1445623342,0.3864883667
2016-03-31,600362.XSHG,-0.0358534684,0.9362419249
2016-03-31,600369.XSHG,0.0813953488,0.3806043998
2016-03-31,600372.XSHG,0.0600448934,0.162361384
2016-03-31,600373.XSHG,0.0765661253,0.3662198784
2016-03-31,600383.XSHG,-0.147505423,0.6055101423
2016-03-31,600398.XSHG,0.062215478,0.1474165254
2016-03-31,600406.XSHG,0.079389313,0.2016616923
2016-03-31,600415.XSHG,0.045941807,0.227495052
2016-03-31,600485.XSHG,,
2016-03-31,600489.XSHG,-0.0797546012,0.3167664481
2016-03-31,600518.XSHG,0.0722983257,0.22068722
2016-03-31,600519.XSHG,0.0870358782,0.2054949345
2016-03-31,600535.XSHG,0.1050583658,0.1780373166
2016-03-31,600547.XSHG,-0.0600144613,0.258071176
2016-03-31,600549.XSHG,-0.0037678975,0.3212128999
2016-03-31,600570.XSHG,0.5411764706,0.0674772939
2016-03-31,600578.XSHG,0.0108401084,0.7068136839
2016-03-31,600583.XSHG,0.0182421227,0.7247952453
2016-03-31,600585.XSHG,0.0933962264,0.7875876191
2016-03-31,600588.XSHG,0.163029525,0.1820299985
2016-03-31,600600.XSHG,0.0340770791,0.4244662337
2016-03-31,600633.XSHG,0.287394958,0.1933488012
2016-03-31,600637.XSHG,0.10125,0.3231853145
2016-03-31,600642.XSHG,0.0234192037,0.8482483671
2016-03-31,600648.XSHG,-0.0210526316,0.4097856821
2016-03-31,600649.XSHG,0.0579243765,0.4423995753
2016-03-31,600660.XSHG,0.0758754864,0.4392901072
2016-03-31,600663.XSHG,,
2016-03-31,600674.XSHG,0.0516962843,0.483652544
2016-03-31,600688.XSHG,0.0310679612,0.2693457592
2016-03-31,600690.XSHG,-0.0098730606,0.4720543807
2016-03-31,600703.XSHG,0.063255814,0.3091763542
2016-03-31,600705.XSHG,0.2242990654,0.3746019854
2016-03-31,600717.XSHG,0.119266055,0.8614006374
2016-03-31,600718.XSHG,0.0701963117,0.26106934
2016-03-31,600739.XSHG,0.0659340659,0.6467886941
2016-03-31,600741.XSHG,0.1297117517,0.7540340823
2016-03-31,600783.XSHG,0.0209185994,0.1837188367
2016-03-31,600795.XSHG,0.0040983607,0.7882705344
2016-03-31,600804.XSHG,0.1296703297,0.1846892603
2016-03-31,600820.XSHG,0.0188356164,0.6216199416
2016-03-31,600827.XSHG,0.0858113849,0.612257393
2016-03-31,600837.XSHG,0.0754545455,0.6552221203
2016-03-31,600839.XSHG,0.0386740331,0.738989063
2016-03-31,601607.XSHG,0.0689916603,0.6498148028
2016-03-31,600863.XSHG,0.0116731518,0.5257347143
2016-03-31,600867.XSHG,0.0182133565,0.084906942
2016-03-31,600873.XSHG,,
2016-03-31,600875.XSHG,0.0525210084,0.8791981713
2016-03-31,600886.XSHG,0.0565302144,0.5483358008
2016-03-31,600887.XSHG,0.052532833,0.2261573603
2016-03-31,600893.XSHG,-0.0026226069,0.1874273719
2016-03-31,600895.XSHG,0.0809342749,0.2234636872
2016-03-31,600900.XSHG,0.0461538462,0.4507143823
2016-03-31,002007.XSHE,0.02700556,0.1417575096
2016-03-31,002008.XSHE,0.1264243082,0.200332552
2016-03-31,002024.XSHE,0.0574162679,0.360581257
2016-03-31,002038.XSHE,0.0415149308,0.2197705595
2016-03-31,600027.XSHG,0.0311688312,0.7602828252
2016-03-31,601988.XSHG,0.0408163265,1.2040939193
2016-03-31,600048.XSHG,-0.1037868163,0.7165890362
2016-03-31,601006.XSHG,0.0104438642,0.8601410631
2016-03-31,002065.XSHE,,
2016-03-31,601111.XSHG,0.0418006431,0.6664445185
2016-03-31,601699.XSHG,,
2016-03-31,601398.XSHG,0.0393700787,1.1184431272
2016-03-31,600018.XSHG,0.1263157895,0.4634564583
2016-03-31,002081.XSHE,0.1425206125,0.2862950557
2016-03-31,601872.XSHG,0.0201729107,0.5038544868
2016-03-31,601991.XSHG,0.0229226361,0.7940289027
2016-03-31,601333.XSHG,0.0470588235,0.9692740138
2016-03-31,601628.XSHG,0.0796228392,0.4666355576
2016-03-31,601166.XSHG,0.0540540541,0.9724788486
2016-03-31,601318.XSHG,0.0470008953,0.5748117492
2016-03-31,002129.XSHE,0.0779220779,0.4407033626
2016-03-31,000338.XSHE,0.0520833333,0.9820288716
2016-03-31,601998.XSHG,0.0771349862,1.0697475396
2016-03-31,601328.XSHG,0.0479233227,1.2570710245
